event_id,customer_id,timestamp_utc,amount_inr,payment_method,failure_reason,hour,weekday,customer_tenure_days,prior_successes,prior_failures,prior_recoveries,contacts_last_7_days,recent_method_failure_rate,degradation_flag,historical_action,action_delay_minutes,recovered_within_72_hours,recovered_amount_inr
998,125,2026-04-05 16:47:37.531506,660.33,upi,temporary_network_issue,16,6,176.2,1,4,0,1,0.359,0,NO_CONTACT,0,0,0.0
999,233,2026-04-05 17:39:11.270254,985.3,debit_card,risk_declined,17,6,189.5,4,2,0,1,0.19,0,LINK_NOW,28,0,0.0
1000,594,2026-04-05 18:30:45.009002,357.05,net_banking,risk_declined,18,6,29.0,3,1,0,1,0.088,0,LINK_NOW,15,0,0.0
1001,314,2026-04-05 19:22:18.747750,7957.36,debit_card,insufficient_funds,19,6,126.7,3,7,0,0,0.228,0,NO_CONTACT,0,0,0.0
1002,459,2026-04-05 20:13:52.486497,4128.61,credit_card,temporary_network_issue,20,6,17.7,3,2,1,1,0.165,0,LINK_NEXT_MORNING,590,0,0.0
1003,257,2026-04-05 21:05:26.225245,5378.54,net_banking,card_blocked,21,6,335.3,2,0,0,2,0.236,0,LINK_NEXT_MORNING,646,1,4480.95
1004,221,2026-04-05 21:56:59.963993,6366.61,credit_card,insufficient_funds,21,6,116.5,2,1,0,1,0.123,0,LINK_NEXT_MORNING,507,0,0.0
1005,594,2026-04-05 22:48:33.702741,3260.09,credit_card,card_blocked,22,6,29.0,3,1,0,2,0.106,0,LINK_NEXT_MORNING,603,0,0.0
1006,710,2026-04-05 23:40:07.441488,356.87,net_banking,temporary_network_issue,23,6,103.4,2,0,0,2,0.137,0,LINK_NOW,26,1,294.7
1007,185,2026-04-06 00:31:41.180236,1617.61,net_banking,temporary_network_issue,0,0,61.1,1,4,1,1,0.307,0,LINK_NEXT_MORNING,484,1,1387.73
1008,233,2026-04-06 01:23:14.918984,8291.16,credit_card,insufficient_funds,1,0,189.5,4,2,0,0,0.34,0,LINK_NOW,12,0,0.0
1009,285,2026-04-06 02:14:48.657732,1692.55,credit_card,insufficient_funds,2,0,11.5,0,2,1,3,0.393,0,HUMAN_REVIEW,44,0,0.0
1010,594,2026-04-06 03:06:22.396479,2885.83,upi,risk_declined,3,0,29.0,3,1,0,3,0.236,0,LINK_NEXT_MORNING,584,0,0.0
1011,173,2026-04-06 03:57:56.135227,8087.95,credit_card,temporary_network_issue,3,0,204.8,5,0,0,2,0.106,0,HUMAN_REVIEW,78,0,0.0
1012,58,2026-04-06 04:49:29.873975,10097.33,net_banking,temporary_network_issue,4,0,17.4,3,0,1,1,0.3,0,NO_CONTACT,0,0,0.0
1013,58,2026-04-06 05:41:03.612723,23869.98,wallet,temporary_network_issue,5,0,17.4,3,0,1,1,0.086,0,HUMAN_REVIEW,33,0,0.0
1014,83,2026-04-06 06:32:37.351470,2577.12,debit_card,insufficient_funds,6,0,208.1,4,0,0,1,0.219,0,NO_CONTACT,0,0,0.0
1015,459,2026-04-06 07:24:11.090218,1652.78,credit_card,temporary_network_issue,7,0,17.7,3,2,1,0,0.359,0,LINK_NEXT_MORNING,493,1,1536.4
1016,233,2026-04-06 08:15:44.828966,2334.9,debit_card,insufficient_funds,8,0,189.5,4,2,0,3,0.304,0,LINK_NOW,26,0,0.0
1017,71,2026-04-06 09:07:18.567714,1311.18,net_banking,risk_declined,9,0,98.3,1,1,0,1,0.411,0,NO_CONTACT,0,0,0.0
1018,193,2026-04-06 09:58:52.306461,2329.11,upi,bank_limit_exceeded,9,0,318.6,1,3,0,2,0.254,1,LINK_NOW,9,0,0.0
1019,596,2026-04-06 10:50:26.045209,1216.18,net_banking,risk_declined,10,0,7.4,2,2,0,1,0.076,0,LINK_AFTER_2H,112,0,0.0
1020,306,2026-04-06 11:41:59.783957,8556.19,credit_card,temporary_network_issue,11,0,153.3,2,0,0,4,0.111,0,NO_CONTACT,0,1,7476.79
1021,91,2026-04-06 12:33:33.522705,1040.08,credit_card,card_blocked,12,0,286.8,1,3,0,1,0.281,0,NO_CONTACT,0,0,0.0
1022,459,2026-04-06 13:25:07.261452,20267.74,debit_card,bank_limit_exceeded,13,0,17.7,3,2,1,0,0.217,0,HUMAN_REVIEW,73,1,19981.75
1023,125,2026-04-06 14:16:41.000200,199.0,net_banking,temporary_network_issue,14,0,176.2,1,4,0,0,0.252,0,NO_CONTACT,0,0,0.0
1024,233,2026-04-06 15:08:14.738948,2381.59,net_banking,card_blocked,15,0,189.5,4,2,0,3,0.028,0,NO_CONTACT,0,0,0.0
1025,593,2026-04-06 15:59:48.477696,7560.22,credit_card,card_blocked,15,0,100.3,1,2,0,0,0.088,0,LINK_NOW,12,1,7132.64
1026,747,2026-04-06 16:51:22.216443,680.08,upi,card_blocked,16,0,19.4,2,2,1,1,0.214,0,LINK_NOW,3,0,0.0
1027,71,2026-04-06 17:42:55.955191,851.19,net_banking,card_blocked,17,0,98.3,1,1,0,1,0.295,0,NO_CONTACT,0,0,0.0
1028,539,2026-04-06 18:34:29.693939,4898.04,upi,card_blocked,18,0,25.2,3,2,0,2,0.273,0,HUMAN_REVIEW,88,1,4274.9
1029,193,2026-04-06 19:26:03.432687,5718.44,debit_card,card_blocked,19,0,318.6,1,3,0,3,0.299,0,HUMAN_REVIEW,61,1,4632.1
1030,459,2026-04-06 20:17:37.171434,899.95,debit_card,risk_declined,20,0,17.7,3,2,1,2,0.193,0,LINK_AFTER_2H,134,0,0.0
1031,693,2026-04-06 21:09:10.910182,2202.58,debit_card,temporary_network_issue,21,0,22.0,3,0,0,1,0.017,1,LINK_NEXT_MORNING,708,0,0.0
1032,71,2026-04-06 22:00:44.648930,13710.03,net_banking,card_blocked,22,0,98.3,1,1,0,2,0.114,0,HUMAN_REVIEW,94,1,11111.41
1033,459,2026-04-06 22:52:18.387678,3166.52,upi,insufficient_funds,22,0,17.7,3,2,1,3,0.107,0,HUMAN_REVIEW,93,1,2579.5
1034,233,2026-04-06 23:43:52.126425,663.91,net_banking,risk_declined,23,0,189.5,4,2,0,0,0.082,0,LINK_AFTER_2H,93,1,659.86
1035,594,2026-04-07 00:35:25.865173,415.57,debit_card,insufficient_funds,0,1,29.0,3,1,0,1,0.125,0,LINK_NEXT_MORNING,605,0,0.0
1036,233,2026-04-07 01:26:59.603921,4029.21,net_banking,temporary_network_issue,1,1,189.5,4,2,0,2,0.201,0,LINK_NOW,0,1,3995.97
1037,125,2026-04-07 02:18:33.342669,7421.87,debit_card,risk_declined,2,1,176.2,1,4,0,4,0.249,0,NO_CONTACT,0,0,0.0
1038,747,2026-04-07 03:10:07.081416,9300.65,upi,card_blocked,3,1,19.4,2,2,1,0,0.126,0,NO_CONTACT,0,0,0.0
1039,263,2026-04-07 04:01:40.820164,13504.55,credit_card,insufficient_funds,4,1,154.6,4,1,0,0,0.394,0,LINK_NEXT_MORNING,603,0,0.0
1040,173,2026-04-07 04:53:14.558912,3331.23,credit_card,insufficient_funds,4,1,204.8,5,0,0,1,0.208,0,LINK_AFTER_2H,107,1,2881.36
1041,710,2026-04-07 05:44:48.297660,2560.83,credit_card,bank_limit_exceeded,5,1,103.4,2,0,0,2,0.114,0,NO_CONTACT,0,0,0.0
1042,193,2026-04-07 06:36:22.036407,3650.87,credit_card,insufficient_funds,6,1,318.6,1,3,0,3,0.235,0,HUMAN_REVIEW,106,0,0.0
1043,459,2026-04-07 07:27:55.775155,5073.78,credit_card,insufficient_funds,7,1,17.7,3,2,1,1,0.087,0,LINK_NEXT_MORNING,696,0,0.0
1044,702,2026-04-07 08:19:29.513903,1243.33,credit_card,card_blocked,8,1,209.9,2,1,0,0,0.029,0,LINK_NOW,20,0,0.0
1045,710,2026-04-07 09:11:03.252651,3372.4,debit_card,card_blocked,9,1,103.4,2,0,0,2,0.212,0,LINK_AFTER_2H,104,0,0.0
1046,459,2026-04-07 10:02:36.991398,779.26,credit_card,card_blocked,10,1,17.7,3,2,1,2,0.171,0,NO_CONTACT,0,1,661.26
1047,193,2026-04-07 10:54:10.730146,199.0,upi,card_blocked,10,1,318.6,1,3,0,0,0.108,0,HUMAN_REVIEW,70,0,0.0
1048,459,2026-04-07 11:45:44.468894,1791.58,credit_card,risk_declined,11,1,17.7,3,2,1,0,0.643,0,LINK_NOW,8,0,0.0
1049,11,2026-04-07 12:37:18.207642,5800.41,upi,bank_limit_exceeded,12,1,55.1,2,1,0,0,0.113,0,NO_CONTACT,0,0,0.0
1050,637,2026-04-07 13:28:51.946389,319.11,upi,risk_declined,13,1,26.0,3,2,0,1,0.296,0,LINK_AFTER_2H,99,1,274.11
1051,459,2026-04-07 14:20:25.685137,6062.81,credit_card,insufficient_funds,14,1,17.7,3,2,1,2,0.115,0,LINK_NOW,20,1,5790.7
1052,743,2026-04-07 15:11:59.423885,4929.64,credit_card,temporary_network_issue,15,1,298.9,1,3,0,0,0.135,0,LINK_NOW,2,1,4484.52
1053,193,2026-04-07 16:03:33.162633,969.19,credit_card,card_blocked,16,1,318.6,1,3,0,1,0.221,0,HUMAN_REVIEW,33,0,0.0
1054,193,2026-04-07 16:55:06.901380,20093.87,net_banking,temporary_network_issue,16,1,318.6,1,3,0,4,0.12,0,LINK_AFTER_2H,94,1,18474.61
1055,233,2026-04-07 17:46:40.640128,1308.7,net_banking,insufficient_funds,17,1,189.5,4,2,0,2,0.206,0,HUMAN_REVIEW,73,1,1253.29
1056,91,2026-04-07 18:38:14.378876,409.27,debit_card,temporary_network_issue,18,1,286.8,1,3,0,2,0.095,0,HUMAN_REVIEW,88,0,0.0
1057,71,2026-04-07 19:29:48.117624,4405.09,debit_card,risk_declined,19,1,98.3,1,1,0,3,0.195,0,HUMAN_REVIEW,67,0,0.0
1058,594,2026-04-07 20:21:21.856371,8436.41,debit_card,temporary_network_issue,20,1,29.0,3,1,0,0,0.174,0,NO_CONTACT,0,0,0.0
1059,466,2026-04-07 21:12:55.595119,17428.82,debit_card,card_blocked,21,1,123.1,2,1,0,1,0.501,0,HUMAN_REVIEW,53,1,14939.51
1060,222,2026-04-07 22:04:29.333867,2698.55,upi,card_blocked,22,1,220.2,1,1,0,2,0.239,0,LINK_NOW,23,1,2354.72
1061,114,2026-04-07 22:56:03.072615,7756.33,debit_card,temporary_network_issue,22,1,54.5,1,1,0,1,0.14,0,LINK_NEXT_MORNING,711,0,0.0
1062,173,2026-04-07 23:47:36.811362,1328.5,credit_card,temporary_network_issue,23,1,204.8,5,0,0,1,0.25,0,HUMAN_REVIEW,48,1,1260.56
1063,11,2026-04-08 00:39:10.550110,5076.69,credit_card,insufficient_funds,0,2,55.1,2,1,0,1,0.176,1,NO_CONTACT,0,0,0.0
1064,11,2026-04-08 01:30:44.288858,19938.35,net_banking,temporary_network_issue,1,2,55.1,2,1,0,1,0.271,0,NO_CONTACT,0,1,19525.95
1065,193,2026-04-08 02:22:18.027606,44697.62,debit_card,risk_declined,2,2,318.6,1,3,0,0,0.173,0,LINK_NEXT_MORNING,563,1,40385.93
1066,233,2026-04-08 03:13:51.766353,1187.32,credit_card,risk_declined,3,2,189.5,4,2,0,2,0.099,0,LINK_AFTER_2H,141,0,0.0
1067,36,2026-04-08 04:05:25.505101,14532.76,debit_card,temporary_network_issue,4,2,82.0,2,2,0,2,0.227,0,LINK_NEXT_MORNING,699,0,0.0
1068,747,2026-04-08 04:56:59.243849,811.69,debit_card,insufficient_funds,4,2,19.4,2,2,1,0,0.097,0,NO_CONTACT,0,0,0.0
1069,193,2026-04-08 05:48:32.982597,1198.62,net_banking,risk_declined,5,2,318.6,1,3,0,0,0.057,0,HUMAN_REVIEW,72,1,1192.21
1070,233,2026-04-08 06:40:06.721344,1495.83,credit_card,insufficient_funds,6,2,189.5,4,2,0,1,0.074,1,LINK_AFTER_2H,100,0,0.0
1071,747,2026-04-08 07:31:40.460092,7416.52,net_banking,insufficient_funds,7,2,19.4,2,2,1,0,0.055,0,HUMAN_REVIEW,116,0,0.0
1072,233,2026-04-08 08:23:14.198840,2866.55,debit_card,temporary_network_issue,8,2,189.5,4,2,0,1,0.337,0,LINK_NEXT_MORNING,558,0,0.0
1073,747,2026-04-08 09:14:47.937588,444.61,debit_card,card_blocked,9,2,19.4,2,2,1,1,0.061,0,HUMAN_REVIEW,114,0,0.0
1074,193,2026-04-08 10:06:21.676335,4493.15,net_banking,risk_declined,10,2,318.6,1,3,0,1,0.483,0,LINK_NEXT_MORNING,579,0,0.0
1075,594,2026-04-08 10:57:55.415083,12540.17,debit_card,bank_limit_exceeded,10,2,29.0,3,1,0,0,0.132,0,LINK_NOW,12,0,0.0
1076,119,2026-04-08 11:49:29.153831,2973.33,net_banking,insufficient_funds,11,2,59.7,7,1,0,1,0.324,0,LINK_NEXT_MORNING,511,0,0.0
1077,747,2026-04-08 12:41:02.892579,7294.38,debit_card,insufficient_funds,12,2,19.4,2,2,1,2,0.14,0,HUMAN_REVIEW,39,1,6975.13
1078,173,2026-04-08 13:32:36.631326,999.23,wallet,card_blocked,13,2,204.8,5,0,0,0,0.098,0,HUMAN_REVIEW,88,1,957.51
1079,314,2026-04-08 14:24:10.370074,8000.69,debit_card,risk_declined,14,2,126.7,3,7,0,0,0.187,0,LINK_AFTER_2H,135,0,0.0
1080,233,2026-04-08 15:15:44.108822,1073.51,debit_card,insufficient_funds,15,2,189.5,4,2,0,2,0.036,0,HUMAN_REVIEW,61,0,0.0
1081,193,2026-04-08 16:07:17.847570,2895.76,debit_card,temporary_network_issue,16,2,318.6,1,3,0,2,0.169,1,LINK_NEXT_MORNING,656,0,0.0
1082,594,2026-04-08 16:58:51.586317,884.88,credit_card,temporary_network_issue,16,2,29.0,3,1,0,1,0.172,0,HUMAN_REVIEW,113,0,0.0
1083,83,2026-04-08 17:50:25.325065,612.35,net_banking,risk_declined,17,2,208.1,4,0,0,1,0.347,0,LINK_AFTER_2H,128,0,0.0
1084,523,2026-04-08 18:41:59.063813,724.14,debit_card,insufficient_funds,18,2,154.9,1,1,0,0,0.252,0,NO_CONTACT,0,1,721.29
1085,233,2026-04-08 19:33:32.802561,1505.46,wallet,bank_limit_exceeded,19,2,189.5,4,2,0,2,0.36,0,NO_CONTACT,0,0,0.0
1086,125,2026-04-08 20:25:06.541308,2993.21,credit_card,temporary_network_issue,20,2,176.2,1,4,0,1,0.453,0,LINK_NEXT_MORNING,718,0,0.0
1087,193,2026-04-08 21:16:40.280056,959.68,debit_card,insufficient_funds,21,2,318.6,1,3,0,1,0.085,0,LINK_NEXT_MORNING,658,1,878.83
1088,58,2026-04-08 22:08:14.018804,50000.0,net_banking,insufficient_funds,22,2,17.4,3,0,1,1,0.291,0,LINK_NEXT_MORNING,623,1,45567.25
1089,193,2026-04-08 22:59:47.757552,1804.06,upi,insufficient_funds,22,2,318.6,1,3,0,1,0.071,0,LINK_NEXT_MORNING,518,1,1591.96
1090,710,2026-04-08 23:51:21.496299,540.07,credit_card,card_blocked,23,2,103.4,2,0,0,2,0.099,0,LINK_AFTER_2H,149,1,538.66
1091,193,2026-04-09 00:42:55.235047,199.0,wallet,risk_declined,0,3,318.6,1,3,0,1,0.512,0,NO_CONTACT,0,0,0.0
1092,459,2026-04-09 01:34:28.973795,23855.86,upi,insufficient_funds,1,3,17.7,3,2,1,0,0.115,0,HUMAN_REVIEW,34,0,0.0
1093,372,2026-04-09 02:26:02.712543,4364.56,wallet,temporary_network_issue,2,3,345.5,3,1,0,1,0.268,0,NO_CONTACT,0,0,0.0
1094,233,2026-04-09 03:17:36.451290,734.2,upi,risk_declined,3,3,189.5,4,2,0,1,0.042,1,HUMAN_REVIEW,110,1,692.24
1095,233,2026-04-09 04:09:10.190038,1683.62,upi,temporary_network_issue,4,3,189.5,4,2,0,1,0.541,0,LINK_NOW,3,0,0.0
1096,125,2026-04-09 05:00:43.928786,1071.34,net_banking,temporary_network_issue,5,3,176.2,1,4,0,2,0.165,0,NO_CONTACT,0,0,0.0
1097,11,2026-04-09 05:52:17.667534,6809.03,upi,temporary_network_issue,5,3,55.1,2,1,0,2,0.173,0,LINK_AFTER_2H,137,0,0.0
1098,459,2026-04-09 06:43:51.406281,29186.35,debit_card,insufficient_funds,6,3,17.7,3,2,1,1,0.171,0,LINK_NOW,25,0,0.0
1099,487,2026-04-09 07:35:25.145029,865.27,debit_card,temporary_network_issue,7,3,334.2,0,3,0,0,0.134,0,HUMAN_REVIEW,80,1,839.15
1100,193,2026-04-09 08:26:58.883777,6047.92,net_banking,insufficient_funds,8,3,318.6,1,3,0,1,0.275,0,LINK_AFTER_2H,93,0,0.0
1101,549,2026-04-09 09:18:32.622525,2597.4,wallet,temporary_network_issue,9,3,176.9,2,3,1,2,0.356,0,NO_CONTACT,0,1,2361.76
1102,233,2026-04-09 10:10:06.361272,1376.2,credit_card,bank_limit_exceeded,10,3,189.5,4,2,0,0,0.259,0,HUMAN_REVIEW,55,0,0.0
1103,159,2026-04-09 11:01:40.100020,1714.77,upi,insufficient_funds,11,3,76.1,3,0,0,0,0.502,0,LINK_NEXT_MORNING,499,0,0.0
1104,91,2026-04-09 11:53:13.838768,668.27,debit_card,insufficient_funds,11,3,286.8,1,3,0,1,0.082,0,HUMAN_REVIEW,106,1,598.18
1105,193,2026-04-09 12:44:47.577516,3609.74,debit_card,risk_declined,12,3,318.6,1,3,0,1,0.519,0,LINK_NOW,13,0,0.0
1106,710,2026-04-09 13:36:21.316263,3868.65,credit_card,insufficient_funds,13,3,103.4,2,0,0,3,0.04,0,NO_CONTACT,0,0,0.0
1107,125,2026-04-09 14:27:55.055011,5246.27,debit_card,insufficient_funds,14,3,176.2,1,4,0,1,0.302,0,LINK_AFTER_2H,96,0,0.0
1108,193,2026-04-09 15:19:28.793759,3189.12,wallet,temporary_network_issue,15,3,318.6,1,3,0,1,0.134,0,NO_CONTACT,0,0,0.0
1109,125,2026-04-09 16:11:02.532507,759.57,debit_card,bank_limit_exceeded,16,3,176.2,1,4,0,2,0.031,0,NO_CONTACT,0,0,0.0
1110,314,2026-04-09 17:02:36.271254,5545.42,net_banking,insufficient_funds,17,3,126.7,3,7,0,1,0.417,0,HUMAN_REVIEW,53,1,5412.51
1111,277,2026-04-09 17:54:10.010002,908.44,credit_card,bank_limit_exceeded,17,3,89.8,1,0,0,1,0.225,0,HUMAN_REVIEW,96,1,781.95
1112,667,2026-04-09 18:45:43.748750,2304.16,upi,card_blocked,18,3,271.1,3,1,1,3,0.457,0,HUMAN_REVIEW,96,0,0.0
1113,193,2026-04-09 19:37:17.487497,780.11,upi,card_blocked,19,3,318.6,1,3,0,0,0.161,0,LINK_AFTER_2H,139,1,724.39
1114,459,2026-04-09 20:28:51.226245,8022.54,debit_card,card_blocked,20,3,17.7,3,2,1,2,0.286,0,LINK_NOW,21,1,7455.27
1115,594,2026-04-09 21:20:24.964993,1074.76,debit_card,insufficient_funds,21,3,29.0,3,1,0,0,0.1,0,NO_CONTACT,0,0,0.0
1116,193,2026-04-09 22:11:58.703741,31242.61,debit_card,insufficient_funds,22,3,318.6,1,3,0,0,0.19,0,LINK_AFTER_2H,143,0,0.0
1117,233,2026-04-09 23:03:32.442488,1350.8,debit_card,insufficient_funds,23,3,189.5,4,2,0,2,0.473,0,LINK_NEXT_MORNING,495,0,0.0
1118,459,2026-04-09 23:55:06.181236,4864.44,debit_card,insufficient_funds,23,3,17.7,3,2,1,0,0.162,0,LINK_NEXT_MORNING,702,1,4714.24
1119,528,2026-04-10 00:46:39.919984,5193.81,wallet,bank_limit_exceeded,0,4,25.9,3,2,0,1,0.225,0,LINK_AFTER_2H,122,0,0.0
1120,156,2026-04-10 01:38:13.658732,525.76,upi,temporary_network_issue,1,4,49.2,2,0,0,2,0.158,1,HUMAN_REVIEW,107,1,523.21
1121,596,2026-04-10 02:29:47.397479,238.08,debit_card,temporary_network_issue,2,4,7.4,2,2,0,2,0.161,0,HUMAN_REVIEW,79,0,0.0
1122,205,2026-04-10 03:21:21.136227,743.71,wallet,risk_declined,3,4,181.9,2,1,0,1,0.114,0,HUMAN_REVIEW,118,0,0.0
1123,459,2026-04-10 04:12:54.874975,3142.0,credit_card,bank_limit_exceeded,4,4,17.7,3,2,1,1,0.306,0,LINK_NOW,22,1,2944.91
1124,521,2026-04-10 05:04:28.613723,791.22,debit_card,bank_limit_exceeded,5,4,249.5,2,2,1,1,0.187,1,HUMAN_REVIEW,31,0,0.0
1125,710,2026-04-10 05:56:02.352470,937.11,net_banking,risk_declined,5,4,103.4,2,0,0,0,0.369,0,HUMAN_REVIEW,88,0,0.0
1126,173,2026-04-10 06:47:36.091218,17944.18,credit_card,temporary_network_issue,6,4,204.8,5,0,0,3,0.12,0,LINK_AFTER_2H,130,0,0.0
1127,205,2026-04-10 07:39:09.829966,1297.27,credit_card,insufficient_funds,7,4,181.9,2,1,0,0,0.173,0,LINK_AFTER_2H,102,1,1175.0
1128,233,2026-04-10 08:30:43.568714,7363.94,debit_card,insufficient_funds,8,4,189.5,4,2,0,1,0.382,0,NO_CONTACT,0,0,0.0
1129,193,2026-04-10 09:22:17.307461,1699.99,net_banking,insufficient_funds,9,4,318.6,1,3,0,2,0.183,0,HUMAN_REVIEW,92,0,0.0
1130,747,2026-04-10 10:13:51.046209,1918.47,upi,insufficient_funds,10,4,19.4,2,2,1,3,0.072,0,NO_CONTACT,0,0,0.0
1131,193,2026-04-10 11:05:24.784957,1435.34,net_banking,bank_limit_exceeded,11,4,318.6,1,3,0,0,0.074,0,LINK_AFTER_2H,107,1,1341.31
1132,58,2026-04-10 11:56:58.523705,2012.56,net_banking,bank_limit_exceeded,11,4,17.4,3,0,1,1,0.276,0,LINK_NEXT_MORNING,541,1,1822.7
1133,71,2026-04-10 12:48:32.262452,463.57,debit_card,card_blocked,12,4,98.3,1,1,0,0,0.178,0,HUMAN_REVIEW,113,0,0.0
1134,233,2026-04-10 13:40:06.001200,855.48,debit_card,card_blocked,13,4,189.5,4,2,0,2,0.108,0,LINK_AFTER_2H,91,0,0.0
1135,233,2026-04-10 14:31:39.739948,1021.99,upi,temporary_network_issue,14,4,189.5,4,2,0,1,0.109,0,LINK_NEXT_MORNING,486,1,960.68
1136,193,2026-04-10 15:23:13.478696,5445.13,debit_card,insufficient_funds,15,4,318.6,1,3,0,1,0.034,0,LINK_NEXT_MORNING,605,1,5200.9
1137,193,2026-04-10 16:14:47.217443,15517.82,credit_card,bank_limit_exceeded,16,4,318.6,1,3,0,2,0.429,0,NO_CONTACT,0,0,0.0
1138,710,2026-04-10 17:06:20.956191,11660.81,credit_card,insufficient_funds,17,4,103.4,2,0,0,3,0.28,0,HUMAN_REVIEW,106,1,9430.63
1139,193,2026-04-10 17:57:54.694939,1724.79,wallet,card_blocked,17,4,318.6,1,3,0,2,0.037,0,LINK_NOW,7,1,1567.2
1140,193,2026-04-10 18:49:28.433687,730.83,credit_card,insufficient_funds,18,4,318.6,1,3,0,2,0.436,0,NO_CONTACT,0,0,0.0
1141,594,2026-04-10 19:41:02.172434,2167.3,upi,risk_declined,19,4,29.0,3,1,0,0,0.192,1,LINK_AFTER_2H,92,1,1941.47
1142,168,2026-04-10 20:32:35.911182,3964.94,credit_card,card_blocked,20,4,270.6,1,1,0,2,0.266,0,LINK_NEXT_MORNING,621,0,0.0
1143,459,2026-04-10 21:24:09.649930,2391.97,net_banking,card_blocked,21,4,17.7,3,2,1,3,0.16,0,HUMAN_REVIEW,116,0,0.0
1144,125,2026-04-10 22:15:43.388678,6237.58,debit_card,insufficient_funds,22,4,176.2,1,4,0,3,0.225,0,LINK_NEXT_MORNING,551,0,0.0
1145,233,2026-04-10 23:07:17.127425,656.56,upi,temporary_network_issue,23,4,189.5,4,2,0,1,0.114,0,LINK_AFTER_2H,122,0,0.0
1146,233,2026-04-10 23:58:50.866173,2435.42,debit_card,temporary_network_issue,23,4,189.5,4,2,0,1,0.25,0,LINK_NEXT_MORNING,634,0,0.0
1147,288,2026-04-11 00:50:24.604921,2264.71,credit_card,insufficient_funds,0,5,2.2,2,3,0,1,0.124,0,LINK_AFTER_2H,100,0,0.0
1148,193,2026-04-11 01:41:58.343669,1936.3,debit_card,risk_declined,1,5,318.6,1,3,0,0,0.081,0,HUMAN_REVIEW,40,1,1888.92
1149,355,2026-04-11 02:33:32.082416,1111.64,debit_card,risk_declined,2,5,56.5,1,3,0,1,0.084,0,HUMAN_REVIEW,47,0,0.0
1150,193,2026-04-11 03:25:05.821164,418.24,upi,temporary_network_issue,3,5,318.6,1,3,0,3,0.222,0,LINK_NOW,27,0,0.0
1151,665,2026-04-11 04:16:39.559912,452.05,upi,insufficient_funds,4,5,144.3,2,0,1,3,0.192,0,LINK_AFTER_2H,130,0,0.0
1152,71,2026-04-11 05:08:13.298660,21578.0,upi,risk_declined,5,5,98.3,1,1,0,1,0.25,0,LINK_NEXT_MORNING,569,0,0.0
1153,594,2026-04-11 05:59:47.037407,515.8,credit_card,insufficient_funds,5,5,29.0,3,1,0,1,0.082,0,LINK_NEXT_MORNING,573,1,468.86
1154,459,2026-04-11 06:51:20.776155,1240.72,net_banking,insufficient_funds,6,5,17.7,3,2,1,0,0.186,0,LINK_AFTER_2H,134,0,0.0
1155,743,2026-04-11 07:42:54.514903,1101.94,wallet,insufficient_funds,7,5,298.9,1,3,0,2,0.385,0,LINK_AFTER_2H,99,1,1000.7
1156,233,2026-04-11 08:34:28.253651,1376.59,upi,insufficient_funds,8,5,189.5,4,2,0,0,0.109,0,LINK_AFTER_2H,131,0,0.0
1157,233,2026-04-11 09:26:01.992398,32670.53,credit_card,temporary_network_issue,9,5,189.5,4,2,0,0,0.049,0,LINK_AFTER_2H,92,1,31944.0
1158,233,2026-04-11 10:17:35.731146,4279.09,net_banking,insufficient_funds,10,5,189.5,4,2,0,2,0.375,0,LINK_NOW,3,0,0.0
1159,193,2026-04-11 11:09:09.469894,1328.06,net_banking,card_blocked,11,5,318.6,1,3,0,1,0.143,0,LINK_NEXT_MORNING,617,1,1141.88
1160,710,2026-04-11 12:00:43.208642,2323.01,debit_card,card_blocked,12,5,103.4,2,0,0,1,0.224,0,LINK_AFTER_2H,110,0,0.0
1161,710,2026-04-11 12:52:16.947389,6227.44,credit_card,temporary_network_issue,12,5,103.4,2,0,0,0,0.48,0,HUMAN_REVIEW,84,1,5846.31
1162,91,2026-04-11 13:43:50.686137,10410.66,credit_card,temporary_network_issue,13,5,286.8,1,3,0,0,0.373,0,LINK_AFTER_2H,139,0,0.0
1163,710,2026-04-11 14:35:24.424885,4187.63,upi,risk_declined,14,5,103.4,2,0,0,0,0.038,0,LINK_NOW,6,0,0.0
1164,193,2026-04-11 15:26:58.163633,22370.0,debit_card,card_blocked,15,5,318.6,1,3,0,0,0.313,0,LINK_AFTER_2H,142,0,0.0
1165,233,2026-04-11 16:18:31.902380,958.39,debit_card,insufficient_funds,16,5,189.5,4,2,0,1,0.251,0,LINK_NEXT_MORNING,504,0,0.0
1166,83,2026-04-11 17:10:05.641128,1773.91,upi,temporary_network_issue,17,5,208.1,4,0,0,0,0.224,0,LINK_AFTER_2H,123,0,0.0
1167,71,2026-04-11 18:01:39.379876,3119.77,net_banking,insufficient_funds,18,5,98.3,1,1,0,0,0.106,0,LINK_NOW,24,1,3033.67
1168,459,2026-04-11 18:53:13.118624,3813.21,wallet,insufficient_funds,18,5,17.7,3,2,1,3,0.115,0,LINK_AFTER_2H,98,0,0.0
1169,248,2026-04-11 19:44:46.857371,1136.28,credit_card,bank_limit_exceeded,19,5,222.5,4,0,0,0,0.073,0,LINK_AFTER_2H,97,1,1111.83
1170,193,2026-04-11 20:36:20.596119,8928.23,net_banking,insufficient_funds,20,5,318.6,1,3,0,0,0.138,0,HUMAN_REVIEW,82,1,8900.71
1171,233,2026-04-11 21:27:54.334867,5030.56,credit_card,card_blocked,21,5,189.5,4,2,0,1,0.169,0,NO_CONTACT,0,0,0.0
